Ligne;Date;"Code boutique source";"Artisan source";Désignation;Quantité;"Prix unitaire";"Montant transcrit";"Montant retenu";Écart;Statut;Anomalies
298;25/06/2024;5;;café-nez;2;850;500;1700;-1200;Importée;"Artisan non identifiable | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
299;26/06/2024;14;;"oloj foulard";1;10000;10000;10000;0;Importée;"Artisan non identifiable"
301;14/06/2024;1;;propolis;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
302;19/06/2024;5;;détergent;1;1000;900;1000;-100;Importée;"Artisan non identifiable | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
303;24/06/2024;3;;yaourt;4;2500;2000;10000;-8000;Importée;"Artisan non identifiable | Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
304;25/06/2024;3;;savon;1;1000;1000;1000;0;Importée;"Artisan non identifiable"
305;25/06/2024;5;;"savon dora";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
306;26/06/2024;12;;"deux bouche";2;1000;2000;2000;0;Importée;"Artisan non identifiable"
307;26/06/2024;12;;bracelet;2;750;1500;1500;0;Importée;"Artisan non identifiable"
308;26/06/2024;12;;bague;1;500;500;500;0;Importée;"Artisan non identifiable"
309;26/06/2024;12;;bouche;2;750;1500;1500;0;Importée;"Artisan non identifiable"
310;26/06/2024;;;miel;1;8000;8000;8000;0;Importée;"Code de boutique absent | Artisan non identifiable"
311;26/06/2024;14;;foulard;1;4000;4000;4000;0;Importée;"Artisan non identifiable"
312;27/06/2024;3;;miel;1;1000;1000;1000;0;Importée;"Artisan non identifiable"
313;27/06/2024;12;;bouche;1;2000;2000;2000;0;Importée;"Artisan non identifiable"
314;02/07/2024;1;;"huile de ricin";1;1500;1500;1500;0;Importée;"Artisan non identifiable"
315;03/07/2024;;;croquette;1;1000;;1000;;Importée;"Code de boutique absent | Artisan non identifiable | Montant déduit de la quantité et du prix"
316;03/07/2024;;;miel;2;500;1000;1000;0;Importée;"Code de boutique absent | Artisan non identifiable"
317;03/07/2024;3;;yaourt;1;5000;5000;5000;0;Importée;"Artisan non identifiable"
318;08/07/2024;10;;masque;1;10000;10000;10000;0;Importée;"Artisan non identifiable"
320;08/07/2024;5;;"eau de javel";1;500;500;500;0;Importée;"Artisan non identifiable"
321;08/07/2024;5;;"savon liquide";1;9000;9000;9000;0;Importée;"Artisan non identifiable"
322;08/07/2024;8;;"plateau en bois";1;;;;;"Non importée";"Artisan non identifiable | Quantité, prix et montant trop lacunaires pour une vente"
323;08/07/2024;;;;1;2500;2500;2500;0;"Non importée";"Code de boutique absent | Artisan non identifiable | Désignation absente"
324;09/07/2024;;;miel;1;1000;1000;1000;0;Importée;"Code de boutique absent | Artisan non identifiable"
326;12/07/2024;01;;"Vin Mica";1;3000;3000;3000;0;Importée;"Artisan non identifiable"
327;16/07/2024;"salle innovat";;"Thé Bio / PYGMÉE";1;;;;;"Non importée";"Artisan non identifiable | Quantité, prix et montant trop lacunaires pour une vente"
328;16/07/2024;;;"Infection intestinal";1;3000;3000;3000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
329;16/07/2024;"Salle innovation";"M. Richard";"lait de tsai";1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente"
330;25/07/2024;Vitrine;;"lait éclat";1;3000;3000;3000;0;Importée;"Artisan non identifiable"
331;26/07/2024;13;;chapeau;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
332;26/07/2024;10;"Chic Decor";chaine;1;35000;35000;35000;0;Importée;"Date reprise de la ligne précédente"
333;26/07/2024;;"Chic Decor";chapeau;1;8000;8000;8000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
334;26/07/2024;14;"Mda Sidonie";"chapeau blanc";1;4000;4000;4000;0;Importée;"Date reprise de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Mme Sidonie » à 81,8 %"
335;28/07/2024;Hall;;miel;1;3000;3000;3000;0;Importée;"Artisan non identifiable"
337;30/07/2024;"Salle d'innovation";;chocolat;1;1000;1000;1000;0;Importée;"Artisan non identifiable | Prix unitaire déduit du montant et de la quantité"
338;31/07/2024;;Hall;miel;1;2500;2500;2500;0;Importée;"Code de boutique absent"
339;31/07/2024;;;"Thé Bio nature";1;1500;1500;1500;0;Importée;"Code de boutique absent | Artisan non identifiable"
340;31/07/2024;06;;"Savon liquide";1;500;500;500;0;Importée;"Artisan non identifiable"
342;31/07/2024;Hall;;"miel Bonzan";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
343;02/08/2024;"Vitrine Hall";;"Savon sambasila";1;300;300;300;0;Importée;"Artisan non identifiable"
344;02/08/2024;"Maison de la poudre";"Vitrine Hall";"Détergent en poudre";1;250;250;250;0;Importée;"Date reprise de la ligne précédente"
345;04/08/2024;B-05;;"savon liquide";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
346;04/08/2024;B-05;;"savon liquide PM";1;500;500;500;0;Importée;"Artisan non identifiable"
347;05/08/2024;"Vitrine Hall";;"savon germant";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
348;05/08/2024;"Vitrine Hall";;"carte vitre";1;1500;1500;1500;0;Importée;"Artisan non identifiable"
349;06/08/2024;Vitrine;;gommage;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
350;09/08/2024;"STE C";;"Poudre Ginseng";1;4000;4000;4000;0;Importée;"Artisan non identifiable"
351;09/08/2024;;;Poudre;1;1500;1500;1500;0;Importée;"Code de boutique absent | Artisan non identifiable"
352;10/08/2024;Lumière;;"Farine de patate";1;4000;4000;4000;0;Importée;"Artisan non identifiable"
353;12/08/2024;Hall;;"Miel Bonzan";1;1500;1500;1500;0;Importée;"Artisan non identifiable"
354;14/08/2024;B14;;Bouillie;1;1500;1500;1500;0;Importée;"Artisan non identifiable"
355;14/08/2024;Hall;;"Miel Bonzan";1;4000;4000;4000;0;Importée;"Artisan non identifiable"
356;16/08/2024;B14;;Kaba;2;1500;3000;3000;0;Importée;"Artisan non identifiable"
358;23/08/2024;"B 01";;"Thé YAN'S TEA";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
359;23/08/2024;"B 02";;"Cuir d'or ""I&O""";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
360;23/08/2024;"B 02";;"Cuir d'or ""I&O"" same";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
361;23/08/2024;Hall;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
362;26/08/2024;5;;miel;2;2500;5000;5000;0;Importée;"Artisan non identifiable"
363;27/08/2024;"B 12";;"Farine Patate";1;1500;1500;1500;0;Importée;"Artisan non identifiable"
364;27/08/2024;"B 09";;"Ensemble Bracelet + Chaîne";1;3500;3500;3500;0;Importée;"Artisan non identifiable"
365;28/08/2024;Salle1;;Bandeau;1;1000;1000;1000;0;Importée;"Artisan non identifiable"
366;28/08/2024;B10;"Chic Decor";"Porte clé";1;15000;15000;15000;0;Importée;"Date reprise de la ligne précédente"
367;28/08/2024;B10;"Chic Decor";Bracelet;1;500;500;500;0;Importée;"Date reprise de la ligne précédente"
368;28/08/2024;B07;;Tableau;1;45000;45000;45000;0;Importée;"Date reprise de la ligne précédente | Artisan non identifiable"
369;28/08/2024;B07;;Bracelet;1;5000;5000;5000;0;Importée;"Date reprise de la ligne précédente | Artisan non identifiable"
370;28/08/2024;B12;;Bracelet;1;5000;5000;5000;0;Importée;"Date reprise de la ligne précédente | Artisan non identifiable"
371;28/08/2024;Hall;;Arachide;1;10000;10000;10000;0;Importée;"Date reprise de la ligne précédente | Artisan non identifiable"
376;04/09/2024;B01;;Vin;2;4500;9000;9000;0;Importée;"Artisan non identifiable"
382;05/09/2024;;Badik;;1;1000;1000;1000;0;"Non importée";"Code de boutique absent | Désignation absente"
383;06/09/2024;Hall;;Miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
386;09/09/2024;;Tcdaire;Piment;2;1500;3000;3000;0;Importée;"Code de boutique absent"
387;10/09/2024;;;Yaourt;2;500;1000;1000;0;Importée;"Code de boutique absent | Artisan non identifiable"
388;11/09/2024;B05;;Vinaigre;1;300;300;300;0;Importée;"Artisan non identifiable"
390;11/09/2024;B01;;Vin;1;4500;4500;4500;0;Importée;"Artisan non identifiable"
391;11/09/2024;;"Guy Marcel";Miel;1;2000;2000;2000;0;Importée;"Code de boutique absent"
394;13/09/2024;B14;;Chapeau;1;15000;15000;15000;0;Importée;"Artisan non identifiable"
402;17/09/2024;;"Guy Marcel";miel;1;4000;4000;4000;0;Importée;"Code de boutique absent"
403;17/09/2024;B06;Sidonie;Panier;1;1000;1000;1000;0;Importée;"Date reprise de la ligne précédente"
404;17/09/2024;;Madi;"poudre cheveux";1;3000;3000;3000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
405;18/09/2024;B01;;Propolis;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
406;18/09/2024;;"M. Richard";"Thé aloevera";2;2000;4000;4000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
407;18/09/2024;;"Guy Marcel";Miel;1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
408;18/09/2024;;"D. Floralie";"Thé camomille";1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Rapprochement d'artisan écarté : sous le seuil : « Floralis » à 77,8 %"
409;18/09/2024;B01;"Guekam philippe";"Vin de cola";1;2500;2500;2500;0;Importée;"Date reprise de la ligne précédente"
410;18/09/2024;B01;"Guy Marcel";Miel;1;4000;4000;4000;0;Importée;"Date reprise de la ligne précédente"
411;18/09/2024;B01;Tcdaire;"clou de girofle";2;1000;2000;2000;0;Importée;"Date reprise de la ligne précédente"
412;18/09/2024;B01;"Guekam philippe";"Vin Bita cola";1;2500;2500;2500;0;Importée;"Date reprise de la ligne précédente"
414;24/09/2024;;Floralie;croquette;1;1500;1500;1500;0;Importée;"Code de boutique absent"
415;25/09/2024;;"Adoumam Chantal";"savon noir";1;1000;1000;1000;0;Importée;"Code de boutique absent"
416;25/09/2024;;Floralie;croquette;3;100;300;300;0;Importée;"Code de boutique absent"
417;27/09/2024;;Floralie;croquette;2;100;200;200;0;Importée;"Code de boutique absent"
418;30/09/2024;;Madi;"Savon noir";1;2500;2500;2500;0;Importée;"Code de boutique absent"
419;30/09/2024;;Madi;Shampoing;1;2500;2500;2500;0;Importée;"Code de boutique absent"
420;30/09/2024;;Madi;gommage;1;5000;5000;5000;0;Importée;"Code de boutique absent"
421;02/10/2024;;Floralie;croquette;2;100;200;200;0;Importée;"Code de boutique absent"
422;03/10/2024;;Aboubakar;Masque;1;8000;8000;8000;0;Importée;"Code de boutique absent"
423;03/10/2024;;Ibrahim;"Tableau 3";1;15000;15000;15000;0;Importée;"Code de boutique absent"
424;03/10/2024;;"Tchana sandra";"col echant";1;3500;3500;3500;0;Importée;"Code de boutique absent"
425;08/10/2024;;Floralie;croquette;4;100;400;400;0;Importée;"Code de boutique absent"
426;08/10/2024;;Floralie;Javel;1;2000;2000;2000;0;Importée;"Code de boutique absent"
427;08/10/2024;;GIC;"Anti poison";1;2000;2000;2000;0;Importée;"Code de boutique absent"
428;08/10/2024;;Floralie;croquette;3;100;300;300;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
429;09/10/2024;;"Madi cos";"baume noir";1;500;500;500;0;Importée;"Code de boutique absent"
430;09/10/2024;B02;;"Huile de coco";2;1000;2000;2000;0;Importée;"Artisan non identifiable"
431;10/10/2024;;Floralie;Vinaigre;1;500;500;500;0;Importée;"Code de boutique absent"
432;10/10/2024;;Floralie;"savon liquide";1;500;500;500;0;Importée;"Code de boutique absent"
435;11/10/2024;B01;;Miel;2;3000;6000;6000;0;Importée;"Artisan non identifiable"
436;11/10/2024;;;Miel;1;4000;4000;4000;0;Importée;"Code de boutique absent | Artisan non identifiable"
437;11/10/2024;"Box 6";Floralie;Javel;1;2000;2000;2000;0;Importée;"Date reprise de la ligne précédente"
442;16/10/2024;;Floralie;Javel;1;700;700;700;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
443;16/10/2024;B01;"Guekam Philippe";"Whiskey d'avocat";1;1000;1000;1000;0;Importée;"Date reprise de la ligne précédente"
444;16/10/2024;B02;;miel;1;3000;3000;3000;0;Importée;"Date reprise de la ligne précédente | Artisan non identifiable"
445;16/10/2024;B01;Jonas;"Vin d'orange";1;3500;3500;3500;0;Importée;"Date reprise de la ligne précédente"
447;19/10/2024;B02;Djotio;"charbon vegetal";1;1500;1500;1500;0;Importée;"Date reprise de la ligne précédente"
448;19/10/2024;Hall;"Titi Bio";ginger;1;500;500;500;0;Importée;"Date reprise de la ligne précédente"
450;21/10/2024;;Floralie;croquette;1;100;100;100;0;Importée;"Code de boutique absent"
451;21/10/2024;;Floralie;"Savon liquide";1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
452;21/10/2024;;"Guekam Tchana";"N'Gyum Apitara";1;3000;3000;3000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
453;21/10/2024;;Formation;miel;1;2500;2500;2500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
454;21/10/2024;;Djotio;"charbon vegetal";1;1500;1500;1500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
455;21/10/2024;;Tcdaire;"clou de girofle";2;1000;2000;2000;0;Importée;"Code de boutique absent"
456;25/10/2024;B01;"Guekam Philippe";"vin de bitacola";;;;;;"Non importée";"Quantité, prix et montant trop lacunaires pour une vente"
459;28/10/2024;;Floralie;Vinaigre;1;300;300;300;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
463;31/10/2024;;;"Savon liquide";1;3500;3500;3500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
464;01/11/2024;;;croquette;1;100;100;100;0;Importée;"Code de boutique absent | Artisan non identifiable"
465;01/11/2024;;;croquette;6;100;600;600;0;Importée;"Code de boutique absent | Artisan non identifiable"
466;04/11/2024;;Tchanou;Nigelle;1;1000;1000;1000;0;Importée;"Code de boutique absent"
467;04/11/2024;;Floralie;croquette;2;100;200;200;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
468;05/11/2024;;Floralie;croquette;5;100;500;500;0;Importée;"Code de boutique absent"
469;05/11/2024;;"Madi Cos";"Huile chebe";1;1500;1500;1500;0;Importée;"Code de boutique absent | Rapprochement d'artisan écarté : sous le seuil : « Nadicos » à 80,0 %"
470;05/11/2024;;Fideline;baume;1;500;500;500;0;Importée;"Code de boutique absent"
471;05/11/2024;;Tchanou;"Pignon africain";1;3000;3000;3000;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent"
472;06/11/2024;;"Titi Bio";curcuma;1;500;500;500;0;Importée;"Code de boutique absent"
473;06/11/2024;;;gingembre;1;500;500;500;0;Importée;"Date reprise de la ligne précédente | Code de boutique absent | Artisan non identifiable"
474;06/11/2024;B06;Floralis;Croquette;3;1000;3000;3000;0;Importée;"Date reprise de la ligne précédente"
475;12/11/2024;B02;"Mba simone";NYEDO;1;5500;5500;5500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « MBOULÉ simone » à 78,3 %"
476;12/11/2024;B02;TSAMATAT;"huile essentielle d'ail";1;2000;2000;2000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « TSANIMAT » à 75,0 %"
481;14/11/2024;B06;;"eau de javel";1;700;700;700;0;Importée;"Artisan non identifiable"
486;14/11/2024;B021;JONAS;"Vin d'oignon";1;3000;3000;3000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « M. Jonas » à 83,3 %"
487;15/11/2024;B03;;"Vin moelleux";1;5000;5000;5000;0;Importée;"Artisan non identifiable"
492;20/11/2024;B012;;"une paire de boucle p.t";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
496;25/11/2024;B01;"MBOULÉ simone";"Vin d'avocat chateau des monts";1;3500;3500;3500;0;Importée;"Date reprise de la ligne précédente"
511;03/12/2024;B011;;"Canne, chapeau, éventaille";1;38000;38000;38000;0;Importée;"Artisan non identifiable"
518;06/12/2024;B06;Doro;"beurre de karité";1;1000;1000;1000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Dora » à 75,0 %"
520;06/12/2024;B02;Téclaire;Propolis;1;2000;2000;2000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Tcdaire » à 80,0 %"
526;09/12/2024;B03;;miel;1;500;500;500;0;Importée;"Artisan non identifiable"
542;20/12/2024;B07;;masque;1;5000;5000;5000;0;Importée;"Artisan non identifiable"
556;21/01/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
557;22/01/2025;B02;;"VOA Congo Africain";1;3000;3000;3000;0;Importée;"Artisan non identifiable"
562;23/01/2025;B12;;bracelet;2;2500;5000;5000;0;Importée;"Artisan non identifiable"
563;24/01/2025;B08;;miel;2;2500;5000;5000;0;Importée;"Artisan non identifiable"
564;24/01/2025;B12;;"bras boucle";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
568;27/01/2025;B12;;babouche;1;3000;3000;3000;0;Importée;"Artisan non identifiable"
569;27/01/2025;B12;;bague;1;500;500;500;0;Importée;"Artisan non identifiable"
570;27/01/2025;B12;;couronne;1;1500;1500;1500;0;Importée;"Artisan non identifiable"
573;27/01/2025;B03;;"miel oku";1;5000;5000;5000;0;Importée;"Artisan non identifiable"
574;27/01/2025;B01;;"Vin de bitacola";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
575;31/01/2025;B015;Guekam;"vin de cola + bita cola (3x)";2;2500;15000;5000;10000;Importée;"Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
577;31/01/2025;B010;;bracelet;1;9000;9000;9000;0;Importée;"Artisan non identifiable"
580;01/02/2025;B03;;miel;3;2500;7500;7500;0;Importée;"Artisan non identifiable"
584;01/02/2025;B02;;"Clou de girofle";2;1000;2000;2000;0;Importée;"Artisan non identifiable"
585;01/02/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
588;03/02/2025;B02;;"Piment en poudre";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
593;06/02/2025;B03;;"bouteille de miel";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
596;07/02/2025;B12;;bague;2;500;1000;1000;0;Importée;"Artisan non identifiable"
597;08/02/2025;B13;;"foulard NDOP";1;10000;10000;10000;0;Importée;"Artisan non identifiable"
599;10/02/2025;B;;miel;1;4000;4000;4000;0;Importée;"Artisan non identifiable"
600;08/01/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
611;10/02/2025;B01;;"Whisky bitacola";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
612;13/02/2025;B06;;"bracelet en perles";1;17500;17500;17500;0;Importée;"Artisan non identifiable | Quantité déduite du montant et du prix"
614;17/02/2025;B03;;"The d'Eucalyptus";1;4500;4500;4500;0;Importée;"Artisan non identifiable"
615;20/02/2025;B12;;bijou;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
617;17/02/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
621;21/02/2025;B02;;"Be San";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
626;24/02/2025;B02;;Ginseng;1;1000;1000;1000;0;Importée;"Artisan non identifiable"
630;27/02/2025;B03;;miel;2;2500;5000;5000;0;Importée;"Artisan non identifiable"
632;28/02/2025;B02;;"vin de miel";1;5000;5000;5000;0;Importée;"Artisan non identifiable"
636;03/03/2025;B01;;"Vin de cola";1;2500;2500;2500;0;Importée;"Artisan non identifiable"
639;04/03/2025;B06;"en Floralis";croquette;3;100;300;300;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Floralis » à 84,2 %"
640;04/03/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
643;04/03/2025;B12;;bijou;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
649;07/03/2025;B03;;miel;2;2000;4000;4000;0;Importée;"Artisan non identifiable"
650;07/03/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
652;11/03/2025;B001;;"Vin avocat";1;3500;3500;3500;0;Importée;"Artisan non identifiable"
653;11/03/2025;B001;;"Wisky avocat";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
654;11/03/2025;B001;;"wisky bitacola";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
659;12/03/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
660;13/03/2025;B03;;miel;2;1000;2000;2000;0;Importée;"Artisan non identifiable"
661;13/03/2025;B06;;croquette;5;100;500;500;0;Importée;"Artisan non identifiable"
662;14/03/2025;B001;"M. KAMTA";"Vin thérapeutique";2;2500;5000;5000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « KAMTA » à 83,3 %"
663;14/03/2025;B001;"M. NGUEKAM";"Vin bitacola";3;2500;7500;7500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 80,0 %"
664;14/03/2025;B01;"M. NGUEKAM";"Vin Cola";1;2500;2500;2500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 80,0 %"
665;14/03/2025;B12;"M. DJOKO";Collier;1;3000;3000;3000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Djoko » à 83,3 %"
666;14/03/2025;B13;"M. DJOKO";Chapeau;1;5000;5000;5000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Djoko » à 83,3 %"
667;14/03/2025;B13;;habit;1;5000;5000;5000;0;Importée;"Artisan non identifiable"
669;14/03/2025;B14;"Mme Sidonie";Sac;1;5000;5000;5000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Sidonie » à 77,8 %"
676;23/03/2025;B01;;"Vin avocat";1;2500;2500;2500;0;Importée;"Artisan non identifiable"
679;24/03/2025;B11;"M. NABOU";"paca ndop";1;4000;4000;4000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Mambou » à 76,9 %"
680;24/03/2025;B11;;evantail;1;3500;3500;3500;0;Importée;"Artisan non identifiable"
681;24/03/2025;B01;"Mme Mboule";"Vin avocat";1;1500;1500;1500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Mboule » à 75,0 %"
682;24/03/2025;B01;;"huile avocat";1;2500;2500;2500;0;Importée;"Artisan non identifiable"
683;24/03/2025;B01;;"Vin thérapeutique";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
684;24/03/2025;B02;;"cure diabète";1;1000;1000;1000;0;Importée;"Artisan non identifiable"
685;24/03/2025;B03;"Mme Mboule";miel;2;3500;7000;7000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Mboule » à 75,0 %"
686;24/03/2025;B01;"Mme Mboule";"Vin d'avocat";1;500;500;500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Mboule » à 75,0 %"
696;02/04/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
701;03/04/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
702;03/04/2025;B12;;bracelet;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
707;07/04/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
711;08/04/2025;B11;;Évantail;2;4000;8000;8000;0;Importée;"Artisan non identifiable"
712;10/04/2025;B01;"M. NGUEKAM";"Bita cola";3;2500;7500;7500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 80,0 %"
713;11/04/2025;B01;"M. NGUEKAM";"Vin cola";3;2500;7500;7500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 80,0 %"
734;25/04/2025;B06;"Flo Croquette";croquette;2;100;200;200;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « croquette » à 81,8 %"
737;28/04/2025;B02;"Mme Christelle";Pygmé;1;3000;3000;3000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Christelle » à 83,3 %"
741;30/04/2025;B03;;miel;1;3000;3000;3000;0;Importée;"Artisan non identifiable"
745;05/05/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
750;08/05/2025;B02;;"Fétide épices";1;500;500;500;0;Importée;"Artisan non identifiable"
752;09/05/2025;B06;Floralis;"eau de javel";1;500;350;500;-150;Importée;"Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
753;09/05/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
754;09/05/2025;B04;;chapeau;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
757;14/05/2025;B03;;miel;2;2500;5000;5000;0;Importée;"Artisan non identifiable"
758;14/05/2025;B02;;Artemesia;2;2000;4000;4000;0;Importée;"Artisan non identifiable"
766;14/05/2025;B06;;"biscuit de Potato";2;500;1000;1000;0;Importée;"Artisan non identifiable"
771;22/05/2025;B07;;masque;1;15000;15000;15000;0;Importée;"Artisan non identifiable"
774;22/05/2025;B014;;Chapeau;1;4000;4000;4000;0;Importée;"Artisan non identifiable"
775;28/05/2025;B01;;"Vin Therapeutig";2;3000;6000;6000;0;Importée;"Artisan non identifiable"
781;29/05/2025;B01;"Mme Mboule";"Vin d'avocat";1;3500;3500;3500;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Mboule » à 75,0 %"
790;30/05/2025;B03;;miel;1;3000;3000;3000;0;Importée;"Artisan non identifiable"
797;03/06/2025;B06;"M. floralis";croquette;29;100;290;2900;-2610;Importée;"Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
799;05/06/2025;B14;;panier;3;3000;9000;9000;0;Importée;"Artisan non identifiable"
804;12/06/2025;B03;;"miel NL";1;2500;2500;2500;0;Importée;"Artisan non identifiable"
809;13/06/2025;B14;"Mme Sidonie";Sorgo;1;9000;9000;9000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Sidonie » à 77,8 %"
810;13/06/2025;B03;;miel;1;2500;2500;2500;0;Importée;"Artisan non identifiable"
811;13/06/2025;B06;Floralis;"Savon liquide";;;;;;"Non importée";"Quantité, prix et montant trop lacunaires pour une vente"
815;16/06/2025;B02;"Personne *";"Spécial baume shama (NB: A revoir)";2;4000;2000;8000;-6000;Importée;"Écart signalé à la source (ECART) | Écart de calcul : montant transcrit différent de quantité × prix"
820;19/06/2025;B02;;"cure typhoide";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
828;27/06/2025;B02;;"Casserole Tiyphoid";1;2000;2000;2000;0;Importée;"Artisan non identifiable"
829;27/06/2025;B06;Nora;"Savon hibiscus";1;1000;1000;1000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Dora » à 75,0 %"
832;27/06/2025;B03;;"miel bamoun";1;2500;2500;2500;0;Importée;"Artisan non identifiable"
834;30/06/2025;B06;Floralis;croquette;1;1500;1500;1500;0;Importée;"Année déduite de la ligne précédente"
835;30/06/2025;B06;Floralis;croquette;10;100;1000;1000;0;Importée;"Année déduite de la ligne précédente"
836;02/07/2025;B01;GUEKAN;"Vin koka cola";2;2500;5000;5000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 83,3 %"
838;02/07/2025;B002;GUEKAN;"Vin koka cola";4;2500;10000;10000;0;Importée;"Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 83,3 %"
839;02/07/2025;"""";GUEKAN;"Vin cola";4;2500;10000;10000;0;Importée;"Date reprise de la ligne précédente | Code de boutique repris de la ligne précédente | Rapprochement d'artisan écarté : sous le seuil : « Guekam » à 83,3 %"
